xvar,est,lb,hb
2.85,0.9361299087586925,0.9333165433563354,0.938950946589408
2.9,0.9369079911729935,0.9341322679909362,0.9396911756395245
2.95,0.9376896590125274,0.9349515278588402,0.9404350436894687
3.0,0.9384749039922069,0.9357743203191868,0.941182536762467
3.05,0.9392637178140328,0.9366006426553118,0.9419336409337947
3.1,0.9400560921666583,0.9374304920735294,0.9426883423310813
3.15,0.9408520187249539,0.9382638657019724,0.9434466271345873
3.2,0.9416514891495738,0.9391007605894504,0.9442084815774326
3.25,0.942454495086526,0.9399411737043638,0.9449738919457966
3.3,0.9432610281667383,0.940785101933648,0.9457428445790779
3.35,0.9440710800056274,0.9416325420817575,0.9465153258700177
3.4,0.9448846422026734,0.9424834908696944,0.9472913222647851
3.45,0.9457017063409865,0.9433379449340642,0.948070820263033
3.5,0.9465222639868861,0.9441959008261803,0.9488538064179092
3.55,0.9473463066894688,0.9450573550112005,0.9496402673360379
3.6,0.9481738259801842,0.9459223038673021,0.9504301896774641
3.65,0.9490048133724128,0.9467907436848927,0.9512235601555677
3.7,0.9498392603610424,0.9476626706658589,0.9520203655369314
3.75,0.950677158422044,0.9485380809228491,0.9528205926411955
3.8,0.951518499012053,0.9494169704785951,0.9536242283408554
3.85,0.952363273567945,0.9502993352652597,0.9544312595610505
3.9,0.9532114735064223,0.9511851711238294,0.9552416732792997
3.95,0.9540630902235915,0.9520744738035323,0.9560554565252253
4.0,0.9549181150945466,0.9529672389612929,0.9568725963802298
4.05,0.955776539472954,0.9538634621612141,0.9576930799771545
4.1,0.9566383546906394,0.954763138874097,0.9585168944999042
4.15,0.957503552057168,0.9556662644769877,0.9593440271830423
4.2,0.9583721228594357,0.9565728342527513,0.9601744653113632
4.25,0.9592440583612577,0.9574828433896806,0.961008196219433
4.3,0.9601193498029542,0.9583962869811272,0.9618452072911048
4.35,0.9609979884009405,0.9593131600251665,0.9626854859590152
4.4,0.9618799653473229,0.960233457424283,0.9635290197040429
4.45,0.9627652718094829,0.9611571739850859,0.964375796054759
4.5,0.963653898929677,0.9620843044180487,0.9652258025868428
4.55,0.9645458378246272,0.9630148433372714,0.9660790269224832
4.6,0.9654410795851173,0.9639487852602682,0.9669354567297506
4.65,0.9663396152755881,0.9648861246077783,0.9677950797219592
4.7,0.9672414359337351,0.9658268557035969,0.9686578836569961
4.75,0.9681465325701084,0.9667709727744282,0.9695238563366476
4.8,0.9690548961677067,0.9677184699497589,0.9703929856058889
4.85,0.9699665176815836,0.9686693412617517,0.9712652593521747
4.9,0.9708813880384469,0.9696235806451543,0.9721406655046988
4.95,0.9717994981362569,0.9705811819372346,0.9730191920336485
5.0,0.9727208388438376,0.9715421388777216,0.9739008269494365
5.05,0.9736454010004745,0.9725064451087716,0.9747855583019195
5.1,0.9745731754155227,0.9734740941749491,0.9756733741796106
5.15,0.9755041528680137,0.9744450795232209,0.97656426270887
5.2,0.9764383241062631,0.9754193945029593,0.9774582120530871
5.25,0.9773756798474792,0.9763970323659725,0.9783552104118506
5.3,0.9783162107773712,0.9773779862665355,0.9792552460201139
5.35,0.979259907549763,0.9783622492614382,0.9801583071473374
